TotalCharges,MonthlyCharges,tenure,Contract,PaymentMethod,OnlineSecurity,TechSupport,gender,OnlineBackup,InternetService,PaperlessBilling
6230.1,87.1,72,2,0,2,2,1,2,0,1
573.05,19.85,29,0,3,1,1,0,1,2,0
3419.3,90.35,37,0,2,0,2,1,0,1,1
3587.25,109.8,34,0,3,2,0,0,2,1,1
3541.35,84.65,42,0,2,0,0,0,0,1,1
3801.3,65.5,59,1,3,2,2,0,2,0,0
868.5,79.5,11,0,0,0,0,1,0,1,1
4859.1,80.95,60,0,2,2,0,1,0,1,1
1439.35,56.15,27,0,3,0,2,0,2,0,1
85.8,85.8,1,0,3,0,0,0,0,1,0
79.1,79.1,1,0,2,0,0,1,0,1,1
592.75,34.4,17,0,3,2,0,1,0,0,0
1185.95,20.75,58,2,3,1,1,1,1,2,0
18.8,18.8,1,1,3,1,1,1,1,2,0
134.5,44.3,3,0,3,0,0,0,0,0,0
4921.2,90.8,53,0,2,2,0,0,2,1,0
901.25,25.6,35,0,2,1,1,1,1,2,1
5341.8,105.95,50,0,1,2,0,1,0,1,0
4859.95,70.8,68,2,1,0,2,1,2,0,0
1139.2,25.4,47,0,2,1,1,1,1,2,0
7082.45,108.8,65,0,0,0,0,0,2,1,1
324.6,69.75,5,0,2,0,0,1,0,1,1
4812.75,94.65,51,0,2,0,0,1,0,1,1
4399.5,96.05,46,0,0,0,0,0,0,1,0
663.55,76.85,9,0,2,0,0,0,0,1,1
174.65,20.25,8,2,3,1,1,0,1,2,0
321.7,24.8,14,1,1,1,1,1,1,2,1
5125.5,115.65,45,0,2,2,2,0,2,1,1
548.9,74.6,8,0,1,0,0,0,0,1,1
50.15,50.15,1,0,3,0,0,1,0,0,1
7031.3,103.15,66,1,0,2,0,1,2,1,1
5016.65,72.1,72,2,1,2,2,1,2,0,0
4594.95,113.6,41,0,0,2,2,0,2,1,1
611.45,25.1,23,2,3,1,1,0,1,2,0
2384.15,78.9,29,0,2,0,0,0,0,1,1
319.85,80.15,4,0,2,2,0,0,0,1,1
153.3,25.4,6,2,3,1,1,1,1,2,0
7035.6,105.4,67,1,1,2,2,0,2,1,1
344.2,45.75,7,0,3,0,0,1,0,0,1
1431.65,24.45,56,1,3,1,1,1,1,2,1
1849.2,25.0,72,2,1,1,1,0,1,2,0
6083.1,85.25,72,2,2,2,0,1,2,0,1
426.65,19.6,23,2,1,1,1,1,1,2,0
1655.35,50.15,35,0,3,0,0,0,0,0,0
1943.9,70.55,27,0,2,0,0,1,0,1,1
1616.15,60.05,26,0,2,0,2,0,2,0,1
314.95,26.4,12,1,3,1,1,1,1,2,0
804.85,20.15,40,2,3,1,1,0,1,2,0
465.7,58.85,7,0,3,2,0,1,2,0,0
6669.05,97.55,70,0,1,2,0,1,2,1,1
1161.75,19.65,60,2,1,1,1,1,1,2,0
947.75,25.25,39,1,1,0,0,1,0,0,1
8375.05,114.45,72,2,1,2,2,1,2,1,0
34.7,34.7,1,0,2,0,0,0,0,0,1
3770.0,70.7,54,1,2,0,2,1,2,0,1
264.8,85.3,3,0,2,0,0,1,0,1,1
4707.85,75.55,63,2,1,2,2,0,2,0,0
6152.4,84.8,71,2,2,0,2,1,2,1,1
958.1,20.65,42,1,3,1,1,0,1,2,1
943.0,20.45,47,2,0,1,1,1,1,2,0
6615.15,102.45,66,1,1,0,0,0,2,1,1
2200.25,104.4,21,0,0,2,0,0,0,1,1
425.1,35.65,11,0,2,0,2,1,2,0,1
99.75,99.75,1,0,2,0,0,1,0,1,1
5044.8,90.45,55,0,2,0,2,0,2,1,0
6743.55,97.65,69,2,1,0,2,1,2,1,1
196.4,73.85,3,0,2,0,0,0,0,1,0
299.7,74.4,4,0,2,0,2,1,0,0,1
2093.9,69.1,30,2,1,0,2,1,0,0,1
417.75,82.75,5,0,2,0,2,0,0,1,1
1725.4,24.4,71,2,1,1,1,0,1,2,1
1620.2,55.25,29,1,2,0,0,0,2,0,1
3169.55,61.35,52,0,0,0,2,1,2,0,0
5233.25,76.75,68,1,1,2,0,1,2,0,0
967.85,19.4,46,2,3,1,1,0,1,2,0
438.05,54.75,8,0,1,0,0,1,0,0,1
1421.9,19.7,72,2,1,1,1,1,1,2,0
323.15,19.9,17,1,0,1,1,0,1,2,0
318.6,107.95,3,0,2,0,2,1,2,1,1
163.7,83.8,2,0,0,0,0,0,2,1,1
639.65,74.25,9,0,1,2,0,0,0,1,1
2928.5,56.4,51,1,1,0,0,0,2,0,1
100.35,20.1,6,2,3,1,1,0,1,2,0
273.2,94.9,3,0,2,0,0,0,0,1,0
1608.15,94.2,17,0,2,0,0,0,0,1,1
1441.95,49.9,30,0,2,0,0,1,0,0,0
2168.15,71.05,31,0,2,0,2,1,2,0,1
3618.7,81.65,45,2,0,2,2,0,0,0,0
5692.65,89.45,64,1,0,2,0,1,2,1,0
59.85,59.85,1,0,2,0,0,1,0,0,1
69.6,69.6,1,0,2,0,0,0,0,1,1
5969.3,99.0,61,1,2,0,0,1,2,1,0
19.05,19.05,1,0,3,1,1,1,1,2,0
418.8,45.4,9,0,2,0,0,1,0,0,1
8100.55,114.45,72,2,0,2,2,1,2,1,0
19.5,19.5,1,0,3,1,1,0,1,2,0
313.45,44.25,7,0,3,0,0,0,0,0,1
6130.95,90.55,66,1,0,0,2,0,2,1,1
69.9,69.9,1,0,2,0,0,1,0,1,1
745.3,20.4,40,0,0,1,1,1,1,2,1
1212.1,71.4,16,0,0,0,0,1,2,0,1
183.75,87.15,2,0,0,0,0,0,2,1,1
1583.5,24.85,67,2,1,1,1,1,1,2,0
4162.05,104.45,41,1,0,2,0,0,2,1,1
1119.9,19.8,56,2,1,1,1,0,1,2,1
8013.55,116.45,72,2,0,2,2,0,2,1,1
264.85,84.75,3,0,0,0,0,0,0,1,1
1102.4,20.05,54,2,1,1,1,0,1,2,0
5832.0,110.75,52,0,2,0,2,1,2,1,1
4304.5,89.7,50,2,0,0,2,0,0,1,1
1178.4,89.95,14,0,2,0,2,1,0,1,1
1421.75,48.7,27,1,1,2,0,1,0,0,0
6827.5,96.6,72,2,0,2,2,0,2,1,1
4698.05,74.3,62,1,1,2,0,1,2,0,1
654.5,54.3,12,0,2,0,2,0,2,0,1
3268.05,74.85,44,1,0,0,2,0,0,0,0
4362.05,79.95,54,2,0,0,2,1,2,1,1
1386.9,20.05,68,2,0,1,1,0,1,2,0
415.4,19.4,20,0,3,1,1,1,1,2,0
2614.1,54.9,50,1,0,0,0,1,0,0,0
1513.6,24.45,58,2,1,1,1,1,1,2,1
3161.6,89.65,35,0,0,0,0,1,2,1,1
80.95,45.4,2,0,2,0,0,0,0,0,1
4676.7,75.7,63,2,3,2,2,1,0,0,0
6526.65,110.65,58,1,1,2,0,0,2,1,1
583.3,20.55,27,1,3,1,1,0,1,2,1
8078.1,115.15,71,2,1,2,2,0,2,1,1
3503.5,58.55,63,1,1,0,0,0,0,0,0
6669.45,93.25,71,0,0,0,0,1,2,1,1
4689.5,113.2,41,0,2,2,0,0,2,1,1
1201.15,90.5,13,0,2,0,0,1,0,1,1
143.65,79.0,2,0,2,0,0,1,0,1,0
1292.65,19.35,68,2,0,1,1,0,1,2,1
48.75,48.75,1,0,3,2,0,1,0,0,1
7108.2,109.05,65,2,2,2,2,1,0,1,1
1802.55,25.0,72,2,0,1,1,1,1,2,1
1505.15,54.9,28,0,1,0,2,0,0,0,1
1859.1,24.75,72,2,1,1,1,1,1,2,0
168.5,91.15,2,0,2,2,0,0,2,1,1
390.85,20.15,18,1,0,1,1,0,1,2,0
6339.45,104.35,60,1,2,0,0,1,2,1,1
1652.4,66.05,26,0,2,0,2,0,0,0,1
71.65,71.65,1,0,2,0,0,1,0,1,1
77.5,20.35,4,0,3,1,1,0,1,2,0
6392.85,92.2,68,2,1,2,2,1,2,0,1
3264.5,84.25,38,0,1,0,2,0,2,1,1
4599.15,105.2,42,1,0,2,0,0,0,1,1
1134.25,19.6,57,2,0,1,1,0,1,2,1
1621.35,30.4,54,0,2,0,0,1,2,0,0
947.3,78.1,12,0,0,0,0,0,0,1,0
2722.2,61.5,44,1,3,2,0,0,2,0,1
3058.3,69.4,42,0,0,2,0,1,2,0,1
1769.6,24.75,72,2,0,1,1,1,1,2,0
6293.75,91.05,71,2,3,2,2,0,2,0,0
1761.05,89.65,19,0,3,0,0,0,0,1,0
1642.75,73.65,23,0,1,0,2,0,0,0,1
578.5,19.4,30,2,1,1,1,0,1,2,0
954.9,26.2,35,1,0,1,1,1,1,2,0
973.25,98.7,10,0,2,2,0,0,0,1,1
43.85,43.85,1,0,0,0,0,1,0,0,1
1490.4,69.7,22,0,3,0,0,1,0,1,1
280.0,38.55,7,2,3,2,0,1,2,0,0
1901.25,53.1,36,2,3,2,2,0,2,0,1
716.4,20.65,34,0,3,1,1,0,1,2,0
4720.0,64.45,72,2,1,2,0,1,2,0,0
930.95,25.1,36,2,1,1,1,1,1,2,0
76.35,76.35,1,0,2,0,0,0,0,1,0
1676.95,79.15,23,0,2,0,0,0,2,1,1
2642.05,85.0,32,0,2,0,0,1,0,1,1
6770.85,95.15,71,1,1,2,2,0,2,1,1
1835.3,79.35,23,0,3,0,0,0,0,1,1
1588.25,96.65,17,1,0,0,0,1,0,1,1
75.5,75.5,1,0,2,0,2,1,0,0,1
258.35,19.7,12,2,3,1,1,1,1,2,0
1502.25,20.5,72,2,1,1,1,0,1,2,0
19.2,19.2,1,0,3,1,1,1,1,2,0
6929.4,98.35,72,2,0,0,0,1,2,1,0
4453.3,74.35,60,0,0,0,0,1,0,1,0
3244.4,51.35,61,2,1,0,2,0,2,0,0
323.45,45.65,6,0,3,0,0,0,0,0,0
2661.1,85.3,32,0,2,0,0,1,0,1,0
2697.4,86.55,31,0,1,0,0,0,0,1,1
1424.5,73.85,19,0,1,0,0,1,2,1,1
1401.15,20.3,72,2,0,1,1,1,1,2,0
1739.6,54.2,32,0,2,0,0,0,2,0,1
5931.0,90.65,65,0,2,0,0,1,2,1,1
2333.85,50.9,45,0,0,2,0,0,0,0,1
949.85,25.05,42,1,2,1,1,1,1,2,0
572.45,74.85,8,0,2,0,0,1,0,1,1
696.8,20.5,32,2,3,1,1,1,1,2,0
1381.8,63.55,22,0,3,2,2,0,2,0,1
2572.95,44.85,57,0,2,0,0,1,0,0,1
47.95,47.95,1,0,2,2,0,1,0,0,0
45.1,45.1,1,0,2,0,0,1,0,0,0
45.0,45.0,1,0,2,0,0,0,0,0,1
2122.45,96.0,24,0,2,0,2,1,0,1,1
20.05,20.05,1,0,0,1,1,1,1,2,0
4931.8,90.05,54,0,2,0,0,1,2,1,1
116.95,25.3,4,2,1,1,1,0,1,2,1
6937.95,108.65,65,2,0,2,2,1,0,1,0
1261.7,24.3,56,1,2,1,1,0,1,2,0
3273.8,75.95,45,0,2,2,0,1,0,0,1
1415.85,19.7,71,2,1,1,1,0,1,2,0
3958.2,66.4,59,1,1,2,0,1,2,0,0
2492.25,35.75,69,1,0,0,0,1,2,0,1
279.2,18.8,19,1,3,1,1,1,1,2,0
1083.0,19.4,55,2,1,1,1,0,1,2,0
755.5,19.3,38,1,3,1,1,0,1,2,0
402.6,45.55,10,0,2,0,0,1,0,0,1
3252.0,67.45,47,0,1,2,0,0,2,0,1
68.75,35.1,2,0,2,0,0,0,0,0,1
46.2,46.2,1,0,1,0,0,1,0,0,0
45.15,45.15,1,0,2,0,0,0,0,0,0
43.3,43.3,1,0,2,0,0,1,2,0,1
936.85,20.1,46,2,3,1,1,1,1,2,1
2250.65,57.15,38,0,1,2,0,0,2,0,1
3857.1,58.9,65,2,1,2,2,0,0,0,0
1441.1,73.2,19,0,2,2,0,0,0,1,1
4338.6,85.35,52,0,2,0,0,1,2,1,1
1378.45,19.45,71,2,3,1,1,1,1,2,0
45.95,45.95,1,0,3,0,0,0,0,0,0
2566.3,50.5,52,0,2,0,2,0,2,0,1
171.0,25.1,6,1,3,1,1,1,1,2,0
1597.4,60.7,26,1,3,0,0,0,0,0,0
4744.35,99.0,48,1,2,0,0,1,2,1,1
6721.6,104.4,64,1,0,2,2,0,0,1,1
247.25,83.75,3,0,2,0,0,0,2,1,0
44.05,44.05,1,0,0,0,0,1,0,0,1
1734.65,24.1,72,2,1,1,1,1,1,2,0
45.55,45.55,1,0,3,0,0,1,0,0,1
4539.35,93.8,51,0,2,2,0,0,2,1,1
804.25,19.7,41,2,0,1,1,0,1,2,0
5011.15,70.65,72,2,1,2,0,0,2,0,1
3574.5,86.45,43,2,1,2,2,0,2,0,0
8086.4,114.1,72,2,1,2,2,1,2,1,1
4563.0,95.2,47,1,1,0,0,1,0,1,1
6362.35,88.55,72,2,1,2,2,1,2,0,0
67.1,20.75,3,0,1,1,1,1,1,2,1
70.05,70.05,1,0,2,0,0,1,0,1,1
165.45,86.0,2,0,2,0,0,1,0,1,1
1156.55,44.65,26,0,0,2,0,1,2,0,1
1834.15,60.2,29,0,3,2,0,1,0,0,1
3653.35,100.5,35,0,0,2,2,0,2,1,1
1477.65,55.45,27,1,0,2,0,1,2,0,0
1706.45,70.3,24,0,1,2,2,1,2,0,1
3953.7,60.4,67,2,0,2,2,1,0,0,1
1194.3,72.65,16,0,2,0,0,0,0,1,0
1327.85,55.8,23,1,0,0,0,0,2,0,0
419.7,31.1,14,0,3,0,0,1,2,0,1
21.0,21.0,1,0,2,1,1,0,1,2,1
45.1,45.1,1,0,3,0,0,0,0,0,0
207.35,50.95,4,0,1,0,0,1,2,0,1
1083.7,69.1,16,0,2,2,0,1,2,0,1
2007.85,43.95,46,0,2,0,0,0,0,0,1
5882.75,86.5,68,2,0,2,2,1,2,0,1
2657.55,69.95,38,0,2,2,2,1,2,0,0
1527.5,50.4,30,0,0,0,0,1,2,0,1
378.4,78.95,5,0,2,0,0,0,0,1,0
1612.2,90.95,17,0,1,0,0,1,2,1,1
76.65,19.9,4,2,3,1,1,1,1,2,0
260.7,20.15,12,1,2,1,1,0,1,2,0
6441.85,90.6,72,2,1,2,2,1,2,0,1
266.8,92.0,3,0,2,0,0,1,0,1,1
5124.6,94.45,56,0,2,0,2,1,2,1,1
962.25,24.85,41,1,3,1,1,0,1,2,1
1382.9,36.0,40,1,1,0,2,1,2,0,0
571.05,78.5,7,0,2,2,2,0,2,0,1
1399.35,19.95,69,2,1,1,1,1,1,2,0
150.0,20.65,7,1,3,1,1,1,1,2,0
167.2,30.5,5,0,2,0,0,0,2,0,1
7657.4,106.1,72,2,1,2,2,0,2,1,0
865.05,20.5,44,1,0,1,1,1,1,2,1
6153.85,95.5,65,1,2,0,0,0,2,1,1
174.2,64.6,3,0,2,0,2,0,0,0,0
1269.6,51.1,24,0,1,0,2,1,0,0,1
3862.55,84.8,44,0,0,0,0,0,2,1,1
6352.4,89.1,72,2,1,2,2,0,2,0,0
1348.5,54.95,24,0,2,2,2,1,0,0,0
50.9,50.9,1,0,3,0,0,1,0,0,0
471.55,20.45,22,0,0,1,1,1,1,2,1
5931.75,85.95,70,2,1,0,2,1,2,0,1
1404.65,60.35,25,0,2,0,0,1,0,0,0
726.1,19.8,37,2,0,1,1,1,1,2,0
1961.6,85.35,22,0,0,0,0,0,0,1,0
4194.85,72.1,59,2,0,0,2,0,0,0,1
4872.45,99.8,49,0,2,0,0,1,0,1,1
5118.95,107.35,47,0,0,0,2,1,0,1,1
658.95,19.55,31,0,3,1,1,0,1,2,1
81.05,81.05,1,0,2,0,0,1,0,1,1
76.95,20.5,3,0,2,1,1,1,1,2,1
5809.75,111.8,53,1,0,0,2,0,2,1,1
20.2,20.2,1,0,3,1,1,1,1,2,0
415.9,19.7,20,1,3,1,1,1,1,2,1
246.5,79.1,3,0,2,2,0,0,2,1,1
996.95,19.85,51,1,0,1,1,0,1,2,1
3145.15,60.5,51,1,0,2,2,0,2,0,1
265.3,19.55,13,2,3,1,1,0,1,2,0
20.9,20.9,1,0,3,1,1,0,1,2,0
21.05,21.05,1,0,3,1,1,1,1,2,1
4576.3,71.5,63,1,2,2,2,1,2,0,0
189.1,54.65,3,0,3,0,0,1,0,0,0
908.15,19.2,46,2,1,1,1,1,1,2,0
49.8,49.8,1,0,1,0,0,1,0,0,1
215.2,25.5,8,0,3,0,0,1,0,0,0
1500.95,20.5,71,2,0,1,1,0,1,2,0
5099.15,90.4,55,0,1,0,0,1,0,1,1
6385.95,90.25,70,1,0,0,2,0,2,1,1
159.45,80.75,2,0,2,0,0,0,0,1,0
6885.75,104.6,67,2,0,2,2,1,0,1,0
5940.85,91.85,65,0,0,0,0,1,2,1,1
668.85,50.2,14,0,1,0,0,1,0,0,0
1916.2,95.5,20,0,0,0,2,0,0,1,1
75.35,75.35,1,0,2,0,0,1,2,1,1
75.45,75.45,1,0,2,0,0,1,0,1,1
4613.95,95.4,49,0,0,0,0,0,0,1,1
7261.25,101.3,72,2,0,2,0,0,2,1,1
2459.8,53.1,46,0,2,2,0,0,0,0,0
2048.8,84.85,24,0,0,0,0,1,2,1,1
163.55,34.25,5,0,2,0,2,0,2,0,0
2888.7,88.6,33,0,1,0,2,0,2,1,0
2421.6,60.15,42,1,0,2,0,0,2,0,1
2292.75,99.95,23,1,1,2,0,1,0,1,1
553.4,70.7,8,0,0,0,0,1,0,1,0
3465.7,54.8,66,1,3,2,0,1,2,0,1
1210.4,49.55,24,0,0,2,0,1,0,0,1
1291.3,54.8,24,0,1,0,0,1,2,0,0
5356.45,78.6,69,1,1,2,2,1,2,0,1
5200.8,100.3,53,1,3,0,0,0,2,1,1
3237.05,53.6,60,2,2,2,0,0,0,0,0
576.65,81.1,7,0,2,0,0,0,0,1,1
433.75,19.35,20,1,1,1,1,0,1,2,1
1868.4,85.6,23,0,2,0,0,0,0,1,0
5728.55,80.8,72,2,2,2,2,1,0,0,1
825.7,74.95,11,0,2,0,0,1,0,1,1
390.4,19.6,21,2,3,1,1,1,1,2,0
93.55,93.55,1,0,2,0,0,1,0,1,1
2845.15,90.7,31,0,2,0,0,1,2,1,1
3894.4,69.75,57,2,3,0,2,0,2,0,0
886.4,20.0,45,2,0,1,1,0,1,2,1
1021.55,95.25,10,0,2,0,0,1,2,1,1
5885.4,102.1,58,0,1,0,2,0,0,1,1
268.4,19.95,14,0,3,1,1,1,1,2,0
2204.35,80.85,27,1,3,2,2,1,0,0,0
1259.0,90.9,14,0,0,0,0,0,2,1,1
309.1,29.2,12,0,3,0,0,0,2,0,0
6398.05,93.3,69,2,0,0,2,0,2,1,1
2257.75,89.15,25,0,0,0,0,0,2,1,1
6287.25,108.85,58,1,2,2,0,1,2,1,1
1662.05,46.35,35,2,1,2,2,0,0,0,1
1350.15,84.75,16,0,2,0,0,0,0,1,1
3600.65,78.75,45,1,1,0,0,1,2,0,0
1329.15,83.55,17,0,2,0,0,0,2,1,1
45.7,45.7,1,0,2,0,0,0,0,0,1
422.5,19.6,22,1,3,1,1,1,1,2,0
69.95,69.95,1,0,2,0,0,0,0,1,1
4627.65,67.85,67,2,3,2,2,1,0,0,0
6717.9,105.65,67,2,0,0,2,0,0,1,1
97.1,44.6,2,0,2,0,0,0,0,0,0
1710.45,74.95,23,0,2,0,0,1,0,1,1
637.4,75.5,9,0,1,0,0,0,0,1,0
117.95,20.15,5,0,3,1,1,0,1,2,0
2460.55,45.2,54,2,1,2,2,1,0,0,0
5464.65,95.25,57,2,2,0,0,0,0,1,1
2165.05,89.85,24,0,3,0,0,1,0,1,1
4941.8,100.45,49,1,3,0,0,0,2,1,0
223.15,47.15,5,0,2,0,0,1,0,0,0
181.1,80.2,2,0,2,0,0,1,0,1,1
341.45,87.1,4,0,3,0,2,0,0,1,1
5731.85,79.25,70,2,0,2,2,1,2,0,1
357.75,75.9,5,0,0,0,0,1,0,1,1
4616.1,85.7,53,0,2,2,2,1,0,0,0
4533.7,98.75,47,0,2,2,0,0,2,1,1
589.25,20.1,31,1,1,1,1,0,1,2,0
750.1,61.8,13,0,0,0,2,1,2,0,0
1410.25,49.9,28,0,3,0,0,0,0,0,0
830.85,86.45,10,0,2,0,0,0,0,1,0
743.5,20.4,38,2,0,1,1,1,1,2,0
45.3,45.3,1,0,3,0,0,0,0,0,1
7040.85,104.1,67,1,2,0,0,1,2,1,0
3865.45,75.4,52,1,3,2,0,1,2,0,1
6825.65,108.15,62,2,3,2,2,1,2,1,0
1340.1,86.25,16,0,2,0,0,0,2,1,1
371.65,81.0,5,0,2,0,0,0,2,1,1
1184.0,95.7,12,1,2,0,0,1,0,1,0
8477.7,116.85,72,2,0,2,2,0,2,1,1
7382.85,105.75,71,1,0,0,2,1,2,1,0
456.85,20.15,24,1,3,1,1,0,1,2,0
331.6,19.6,15,2,3,1,1,0,1,2,0
6056.15,90.6,67,1,1,2,0,1,2,1,1
134.6,60.95,2,0,0,2,0,1,2,0,0
125.5,25.05,5,0,3,0,0,0,0,0,0
1390.6,88.15,15,0,2,0,0,0,0,1,0
20.2,20.2,1,0,3,1,1,1,1,2,1
2511.3,60.3,41,1,0,2,0,1,2,0,1
2737.05,63.95,43,0,2,2,0,0,2,0,1
74.3,74.3,1,0,2,0,0,1,0,1,0
70.6,70.6,1,0,3,0,0,0,0,1,1
2361.8,90.8,26,0,2,0,0,0,0,1,1
1730.35,79.35,22,0,2,0,0,1,2,1,1
6404.0,90.55,71,2,0,2,2,1,2,0,0
165.35,19.45,7,2,3,1,1,1,1,2,0
1867.6,64.45,28,0,0,0,2,0,2,0,0
1043.3,69.65,16,0,2,0,0,1,0,1,0
128.6,19.5,7,1,3,1,1,1,1,2,0
7455.45,110.5,69,2,0,0,2,0,2,1,1
24.7,24.7,1,0,3,0,0,0,0,0,0
206.15,77.4,3,0,2,2,0,1,0,0,1
2030.3,96.8,21,0,0,0,0,1,0,1,1
5869.4,85.4,69,0,0,0,0,0,2,1,1
3377.8,47.6,71,2,0,2,2,0,2,0,1
1346.2,19.4,69,2,3,1,1,0,1,2,0
4946.05,103.85,48,0,2,0,2,0,0,1,1
4065.0,83.35,47,0,0,0,0,1,2,1,1
106.55,49.4,2,0,2,0,0,0,0,0,1
4964.7,108.45,45,0,1,2,2,1,0,1,1
4085.75,81.0,51,0,0,0,0,1,2,1,0
1742.75,79.2,22,0,2,2,2,0,0,0,1
6224.8,86.65,72,2,0,2,2,1,2,0,0
3415.25,92.95,37,0,2,0,0,1,2,1,1
6325.25,90.35,71,2,2,2,2,1,2,0,0
340.25,48.7,7,0,2,0,0,1,0,0,0
1683.6,25.15,66,2,1,1,1,0,1,2,1
3966.3,76.4,51,1,0,2,2,1,0,0,1
608.5,19.55,30,1,0,1,1,0,1,2,0
2896.6,85.35,34,0,2,0,0,0,0,1,0
1514.85,24.8,64,2,3,1,1,1,1,2,1
6792.45,103.15,65,1,0,0,0,1,2,1,1
4669.2,100.75,47,0,3,2,2,1,2,1,0
95.6,95.6,1,0,2,2,0,0,0,1,1
2934.3,59.75,49,0,1,2,0,0,2,0,1
6302.8,94.1,67,2,1,0,2,0,2,1,0
779.2,19.35,39,1,0,1,1,1,1,2,0
283.75,19.9,14,0,3,1,1,1,1,2,0
4600.7,108.15,43,0,1,2,2,0,2,1,1
5594.0,101.05,56,0,2,0,0,1,0,1,1
772.85,59.1,14,1,1,0,2,0,0,0,0
71.35,71.35,1,0,2,0,0,0,0,1,0
857.8,55.85,16,1,3,2,0,1,2,0,1
7554.05,106.05,70,0,2,2,0,1,2,1,1
5981.65,84.1,72,2,1,2,0,1,2,0,1
1702.9,75.3,23,0,1,0,0,0,0,1,1
467.15,24.7,21,0,3,1,1,1,1,2,0
20.15,20.15,1,0,3,1,1,0,1,2,1
69.75,69.75,1,0,0,0,0,1,0,1,0
2931.0,93.2,32,0,2,0,0,0,0,1,1
1400.85,80.85,17,0,2,0,0,1,0,1,0
137.85,33.65,4,0,2,2,0,0,2,0,1
1941.5,55.8,36,1,2,0,0,0,0,0,0
1932.75,39.7,50,2,1,0,2,0,2,0,0
1423.05,29.5,48,0,1,0,2,0,0,0,1
970.85,20.15,50,2,1,1,1,0,1,2,0
5810.9,79.55,72,2,1,2,2,1,2,0,0
223.9,24.8,10,0,1,1,1,1,1,2,0
391.7,19.65,18,0,3,1,1,0,1,2,0
79.95,79.95,1,0,2,0,0,1,0,1,1
19.3,19.3,1,0,2,1,1,0,1,2,0
811.65,94.05,9,0,2,0,0,1,0,1,1
174.75,90.75,2,0,3,2,0,1,0,1,0
3126.85,78.85,40,0,1,0,2,0,0,1,1
6841.45,99.5,69,1,0,0,0,1,0,1,0
3754.6,99.2,37,1,2,2,2,0,0,1,1
1406.65,80.55,18,0,1,0,0,1,0,1,1
834.7,70.2,11,0,2,0,0,1,0,1,1
627.4,85.2,8,0,1,0,0,0,0,1,1
242.0,75.25,3,0,2,0,0,0,0,1,0
3157.0,59.45,55,1,1,2,0,1,0,0,0
3092.0,93.35,33,0,2,0,0,1,2,1,1
2168.9,44.95,46,0,0,0,0,0,0,0,0
980.35,26.1,34,2,0,1,1,1,1,2,0
65.95,20.2,3,0,2,1,1,0,1,2,0
711.9,21.25,30,2,3,1,1,1,1,2,0
1952.8,59.4,33,1,2,2,2,0,0,0,0
4368.85,95.0,45,1,1,0,0,1,2,1,1
2647.1,61.9,40,0,3,2,2,1,2,0,1
8477.6,118.65,71,2,2,2,2,0,2,1,1
54.35,54.35,1,0,2,0,0,1,0,0,0
4528.0,64.45,72,2,0,2,2,0,2,0,0
1790.65,80.15,22,0,2,0,0,0,0,1,1
845.6,20.2,46,1,0,1,1,1,1,2,1
1210.3,21.0,55,2,3,1,1,0,1,2,0
20.45,20.45,1,0,3,1,1,1,1,2,0
854.45,75.85,12,1,3,0,2,0,0,0,1
2429.1,80.45,31,0,2,0,0,1,2,1,1
100.4,24.95,5,0,2,0,0,1,0,0,1
5229.45,75.5,67,2,2,2,0,0,0,0,1
44.45,44.45,1,0,3,0,0,1,0,0,0
1716.45,42.35,40,1,2,2,0,1,2,0,1
3023.55,74.55,41,0,1,2,0,1,2,0,1
75.3,75.3,1,0,2,0,0,1,0,1,1
4837.6,94.8,51,1,2,2,0,1,2,1,1
2032.3,48.15,42,2,1,2,2,1,0,0,0
436.9,19.65,23,1,3,1,1,1,1,2,0
70.55,70.55,1,0,2,0,0,0,0,1,1
20.15,20.15,1,0,3,1,1,0,1,2,0
5893.95,106.6,56,0,1,2,0,0,2,1,1
1430.05,91.0,15,0,2,0,0,1,2,1,1
313.0,25.4,12,2,0,1,1,1,1,2,1
3871.85,69.95,54,2,0,2,2,0,0,0,0
458.1,66.85,7,0,2,0,0,0,0,0,1
2745.7,86.15,33,0,1,0,0,0,0,1,0
341.35,20.15,16,0,2,1,1,1,1,2,0
1336.8,64.85,21,1,3,2,0,0,0,0,0
2181.75,74.85,30,2,2,0,0,1,0,0,0
147.75,50.5,3,0,3,0,2,1,0,0,1
818.45,72.9,11,0,2,0,0,1,0,1,0
7133.45,115.05,62,1,1,2,2,0,2,1,1
348.8,19.0,18,0,2,1,1,1,1,2,0
128.6,19.55,6,0,3,1,1,1,1,2,0
4674.4,101.1,46,1,2,0,0,0,0,1,1
1737.45,84.1,21,0,2,0,0,1,0,1,1
1498.85,24.15,68,2,0,1,1,1,1,2,1
50.1,50.1,1,0,2,0,0,0,0,0,1
1797.75,74.6,25,0,2,0,0,0,0,1,1
498.1,19.75,24,2,3,1,1,0,1,2,0
2624.25,85.0,30,0,2,0,0,0,0,1,1
184.1,80.55,2,0,2,0,0,0,0,1,0
5498.8,106.8,51,1,0,0,0,1,2,1,1
4845.4,84.5,57,2,2,2,2,0,0,0,1
369.1,25.05,15,2,0,1,1,0,1,2,0
6096.9,83.7,72,2,0,2,2,0,2,0,1
160.75,75.8,2,0,2,0,0,0,0,1,1
2684.35,96.6,28,0,1,0,0,1,2,1,0
3004.15,98.5,29,0,2,0,0,1,0,1,1
